Order,Delegate,Speech_Topic_Num,Speech_Topic_Name,Speech_Length,Day_Num,Day_Date,Volume,Pg_Num,Previous_Speaker,State,Southern_State,Delegate_Ideology,Abs_Delegate_Ideology,Delegate_Ideology_Sq,Delegate_Attend,Delegate_Age,Delegate_Slave,Delegate_College,Delegate_Leg_Exp,
504,Morris_Gouverneur,25,Legislative apportionment,1059,32,2-Jul,1,511,Sherman_Roger,PA,0,0.8,0.8,0.64,59,35,0,1,5,
505,Randolph_Edmund,25,Legislative apportionment,182,32,2-Jul,1,514,Morris_Gouverneur,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
506,Strong_Caleb,72,Motion to commit,36,32,2-Jul,1,515,Randolph_Edmund,MA,0,0.49,0.49,0.2401,67,42,0,1,5,
507,Johnson_WilliamSamuel,72,Motion to commit,39,32,2-Jul,1,515,Strong_Caleb,CT,0,0.02,0.02,0.0004,72,59,0,1,11,
508,Wilson_James,72,Motion to commit,37,32,2-Jul,1,515,Johnson_WilliamSamuel,PA,0,1,1,1,85,45,0,1,8,
509,Lansing_John,72,Motion to commit,11,32,2-Jul,1,515,Wilson_James,NY,0,-1,1,1,28,33,0,0,6,
510,Madison_James,72,Motion to commit,65,32,2-Jul,1,515,Lansing_John,VA,1,1,1,1,85,36,1,1,10,
511,Gerry_Elbridge,72,Motion to commit,92,32,2-Jul,1,515,Madison_James,MA,0,-1,1,1,79,43,0,1,13,
512,Gerry_Elbridge,25,Legislative apportionment,192,33,5-Jul,1,526,9,MA,0,-1,1,1,79,43,0,1,13,
513,Gorham_Nathaniel,25,Legislative apportionment,25,33,5-Jul,1,526,Gerry_Elbridge,MA,0,0.64,0.64,0.4096,83,49,0,0,13,
514,Gerry_Elbridge,25,Legislative apportionment,63,33,5-Jul,1,527,Gorham_Nathaniel,MA,0,-1,1,1,79,43,0,1,13,
515,Wilson_James,25,Legislative apportionment,7,33,5-Jul,1,527,Gerry_Elbridge,PA,0,1,1,1,85,45,0,1,8,
516,Martin_Luther,25,Legislative apportionment,9,33,5-Jul,1,527,Wilson_James,MD,1,-1,1,1,57,39,1,1,3,
517,Wilson_James,25,Legislative apportionment,16,33,5-Jul,1,527,Martin_Luther,PA,0,1,1,1,85,45,0,1,8,
518,Madison_James,22,Legislative powers,651,33,5-Jul,1,527,Wilson_James,VA,1,1,1,1,85,36,1,1,10,
519,Butler_Pierce,25,Legislative apportionment,59,33,5-Jul,1,529,Madison_James,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
520,Morris_Gouverneur,25,Legislative apportionment,656,33,5-Jul,1,529,Butler_Pierce,PA,0,0.8,0.8,0.64,59,35,0,1,5,
521,Bedford_Gunning,25,Legislative apportionment,394,33,5-Jul,1,531,Morris_Gouverneur,DE,0,-0.73,0.73,0.5329,84,40,0,1,3,
522,Ellsworth_Oliver,25,Legislative apportionment,33,33,5-Jul,1,532,Bedford_Gunning,CT,0,-0.31,0.31,0.0961,64,42,0,1,9,
523,Williamson_Hugh,25,Legislative apportionment,113,33,5-Jul,1,532,Ellsworth_Oliver,NC,1,-0.16,0.16,0.0256,85,51,0,1,5,
524,Paterson_William,25,Legislative apportionment,64,33,5-Jul,1,532,Williamson_Hugh,NJ,0,-1,1,1,46,41,0,1,3,
525,Gerry_Elbridge,25,Legislative apportionment,107,33,5-Jul,1,532,Paterson_William,MA,0,-1,1,1,79,43,0,1,13,
526,Mason_George,25,Legislative apportionment,140,33,5-Jul,1,532,Gerry_Elbridge,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
527,Morris_Gouverneur,25,Legislative apportionment,327,33,5-Jul,1,533,Mason_George,PA,0,0.8,0.8,0.64,59,35,0,1,5,
528,Rutledge_John,73,Motion to postpone,152,33,5-Jul,1,534,Morris_Gouverneur,SC,1,0.39,0.39,0.1521,85,48,1,1,21,
529,Mason_George,56,Other policy,45,33,5-Jul,1,534,Rutledge_John,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
530,Randolph_Edmund,56,Other policy,5,33,5-Jul,1,534,Mason_George,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
531,Morris_Gouverneur,72,Motion to commit,56,34,6-Jul,1,540,9,PA,0,0.8,0.8,0.64,59,35,0,1,5,
532,Wilson_James,72,Motion to commit,15,34,6-Jul,1,540,Morris_Gouverneur,PA,0,1,1,1,85,45,0,1,8,
533,Gorham_Nathaniel,72,Motion to commit,208,34,6-Jul,1,540,Wilson_James,MA,0,0.64,0.64,0.4096,83,49,0,0,13,
534,Gerry_Elbridge,72,Motion to commit,113,34,6-Jul,1,540,Gorham_Nathaniel,MA,0,-1,1,1,79,43,0,1,13,
535,King_Rufus,72,Motion to commit,277,34,6-Jul,1,541,Gerry_Elbridge,MA,0,1,1,1,83,32,0,1,5,
536,Butler_Pierce,72,Motion to commit,100,34,6-Jul,1,541,King_Rufus,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
537,Pinckney_C,72,Motion to commit,108,34,6-Jul,1,542,Butler_Pierce,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
538,Davie_ WilliamRichardson,72,Motion to commit,41,34,6-Jul,1,542,Pinckney_C,NC,1,0.002,0.002,0.000004,55,30,1,1,4,
539,Wilson_James,72,Motion to commit,49,34,6-Jul,1,542,Davie_ WilliamRichardson,PA,0,1,1,1,85,45,0,1,8,
540,Wilson_James,73,Motion to postpone,26,34,6-Jul,1,542,Wilson_James,PA,0,1,1,1,85,45,0,1,8,
541,Madison_James,73,Motion to postpone,4,34,6-Jul,1,542,Wilson_James,VA,1,1,1,1,85,36,1,1,10,
542,Franklin_Benjamin,25,Legislative apportionment,39,34,6-Jul,1,543,Madison_James,PA,0,-0.52,0.52,0.2704,84,81,0,0,16,
543,Mason_George,25,Legislative apportionment,26,34,6-Jul,1,543,Franklin_Benjamin,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
544,Randolph_Edmund,25,Legislative apportionment,30,34,6-Jul,1,543,Mason_George,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
545,Martin_Luther,73,Motion to postpone,12,34,6-Jul,1,543,Randolph_Edmund,MD,1,-1,1,1,57,39,1,1,3,
546,Jenifer_DanielofStThomas,73,Motion to postpone,4,34,6-Jul,1,543,Martin_Luther,MD,1,-0.06,0.06,0.0036,78,64,1,0,10,
547,Madison_James,73,Motion to postpone,35,34,6-Jul,1,543,Jenifer_DanielofStThomas,VA,1,1,1,1,85,36,1,1,10,
548,Morris_Gouverneur,22,Legislative powers,59,34,6-Jul,1,543,Madison_James,PA,0,0.8,0.8,0.64,59,35,0,1,5,
549,Wilson_James,22,Legislative powers,155,34,6-Jul,1,544,Morris_Gouverneur,PA,0,1,1,1,85,45,0,1,8,
550,Williamson_Hugh,22,Legislative powers,44,34,6-Jul,1,544,Wilson_James,NC,1,-0.16,0.16,0.0256,85,51,0,1,5,
551,Mason_George,22,Legislative powers,103,34,6-Jul,1,544,Williamson_Hugh,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
552,Wilson_James,22,Legislative powers,79,34,6-Jul,1,544,Mason_George,PA,0,1,1,1,85,45,0,1,8,
553,Gerry_Elbridge,22,Legislative powers,105,34,6-Jul,1,545,Wilson_James,MA,0,-1,1,1,79,43,0,1,13,
554,Pinckney_C,22,Legislative powers,26,34,6-Jul,1,545,Gerry_Elbridge,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
555,Morris_Gouverneur,22,Legislative powers,268,34,6-Jul,1,545,Pickney_C,PA,0,0.8,0.8,0.64,59,35,0,1,5,
556,Franklin_Benjamin,22,Legislative powers,159,34,6-Jul,1,546,Morris_Gouverneur,PA,0,-0.52,0.52,0.2704,84,81,0,0,16,
557,Martin_Luther,22,Legislative powers,27,34,6-Jul,1,546,Franklin_Benjamin,MD,1,-1,1,1,57,39,1,1,3,
558,Wilson_James,22,Legislative powers,111,34,6-Jul,1,546,Martin_Luther,PA,0,1,1,1,85,45,0,1,8,
559,Pinckney_CC,22,Legislative powers,54,34,6-Jul,1,546,Wilson_James,SC,1,0.37,0.37,0.1369,85,41,1,1,5,
560,Gerry_Elbridge,25,Legislative apportionment,68,35,7-Jul,1,550,9,MA,0,-1,1,1,79,43,0,1,13,
561,Sherman_Roger,25,Legislative apportionment,189,35,7-Jul,1,550,Gerry_Elbridge,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
562,Wilson_James,25,Legislative apportionment,71,35,7-Jul,1,550,Sherman_Roger,PA,0,1,1,1,85,45,0,1,8,
563,Gerry_Elbridge,22,Legislative powers,38,35,7-Jul,1,551,Wilson_James,MA,0,-1,1,1,79,43,0,1,13,
564,Madison_James,22,Legislative powers,85,35,7-Jul,1,551,Gerry_Elbridge,VA,1,1,1,1,85,36,1,1,10,
565,Paterson_William,22,Legislative powers,93,35,7-Jul,1,551,Madison_James,NJ,0,-1,1,1,46,41,0,1,3,
566,Morris_Gouverneur,25,Legislative apportionment,67,35,7-Jul,1,551,Paterson_William,PA,0,0.8,0.8,0.64,59,35,0,1,5,
567,Sherman_Roger,73,Motion to postpone,30,35,7-Jul,1,553,Morris_Gouverneur,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
568,Ellsworth_Oliver,73,Motion to postpone,4,35,7-Jul,1,553,Sherman_Roger,CT,0,-0.31,0.31,0.0961,64,42,0,1,9,
569,Morris_Gouverneur,25,Legislative apportionment,210,36,9-Jul,1,559,9,PA,0,0.8,0.8,0.64,59,35,0,1,5,
570,Sherman_Roger,25,Legislative apportionment,31,36,9-Jul,1,559,Morris_Gouverneur,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
571,Gorham_Nathaniel,25,Legislative apportionment,150,36,9-Jul,1,559,Sherman_Roger,MA,0,0.64,0.64,0.4096,83,49,0,0,13,
572,Martin_Luther,25,Legislative apportionment,34,36,9-Jul,1,560,Gorham_Nathaniel,MD,1,-1,1,1,57,39,1,1,3,
573,Morris_Gouverneur,73,Motion to postpone,43,36,9-Jul,1,560,Martin_Luther,PA,0,0.8,0.8,0.64,59,35,0,1,5,
574,Rutledge_John,73,Motion to postpone,4,36,9-Jul,1,560,Morris_Gouverneur,SC,1,0.39,0.39,0.1521,85,48,1,1,21,
575,Sherman_Roger,72,Motion to commit,18,36,9-Jul,1,560,Rutledge_John,PA,0,-0.13,0.13,0.0169,75,66,0,0,29,
576,Morris_Gouverneur,72,Motion to commit,16,36,9-Jul,1,560,Sherman_Roger,CT,0,0.8,0.8,0.64,59,35,0,1,5,
577,Williamson_Hugh,25,Legislative apportionment,56,36,9-Jul,1,560,Morris_Gouverneur,NC,1,-0.16,0.16,0.0256,85,51,0,1,5,
578,Morris_Gouverneur,25,Legislative apportionment,69,36,9-Jul,1,560,Williamson_Hugh,PA,0,0.8,0.8,0.64,59,35,0,1,5,
579,Read_George,25,Legislative apportionment,17,36,9-Jul,1,561,Morris_Gouverneur,PA,0,1,1,1,85,53,0,0,23,
580,Morris_Gouverneur,25,Legislative apportionment,23,36,9-Jul,1,561,Read_George,PA,0,0.8,0.8,0.64,59,35,0,1,5,
581,Randolph_Edmund,72,Motion to commit,66,36,9-Jul,1,561,Morris_Gouverneur,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
582,Paterson_William,25,Legislative apportionment,210,36,9-Jul,1,561,Randolph_Edmund,NJ,0,-1,1,1,46,41,0,1,3,
583,Madison_James,25,Legislative apportionment,107,36,9-Jul,1,562,Paterson_William,VA,1,1,1,1,85,36,1,1,10,
584,Butler_Pierce,25,Legislative apportionment,13,36,9-Jul,1,562,Madison_James,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
585,King_Rufus,25,Legislative apportionment,83,36,9-Jul,1,562,Butler_Pierce,MA,0,1,1,1,83,32,0,1,5,
586,King_Rufus,25,Legislative apportionment,48,37,10-Jul,1,566,9,MA,0,1,1,1,83,32,0,1,5,
587,Rutledge_John,25,Legislative apportionment,25,37,10-Jul,1,566,King_Rufus,SC,1,0.39,0.39,0.1521,85,48,1,1,21,
588,Pinckney_CC,25,Legislative apportionment,4,37,10-Jul,1,566,Rutledge_John,SC,1,0.37,0.37,0.1369,85,41,1,1,5,
589,King_Rufus,25,Legislative apportionment,189,37,10-Jul,1,566,Pinckney_CC,MA,0,1,1,1,83,32,0,1,5,
590,Pinckney_CC,25,Legislative apportionment,133,37,10-Jul,1,567,King_Rufus,SC,1,0.37,0.37,0.1369,85,41,1,1,5,
591,Williamson_Hugh,25,Legislative apportionment,42,37,10-Jul,1,567,Pinckney_CC,NC,1,-0.16,0.16,0.0256,85,51,0,1,5,
592,Dayton_Jonathan,25,Legislative apportionment,29,37,10-Jul,1,567,Williamson_Hugh,NJ,0,-0.42,0.42,0.1764,64,26,0,1,2,
593,Pinckney_CC,25,Legislative apportionment,23,37,10-Jul,1,567,Dayton_Jonathan,SC,1,0.37,0.37,0.1369,85,41,1,1,5,
594,Morris_Gouverneur,25,Legislative apportionment,92,37,10-Jul,1,567,Pinckney_CC,PA,0,0.8,0.8,0.64,59,35,0,1,5,
595,Randolph_Edmund,25,Legislative apportionment,73,37,10-Jul,1,567,Morris_Gouverneur,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
596,Martin_Alexander,25,Legislative apportionment,10,37,10-Jul,1,568,Randolph_Edmund,NC,1,-0.97,0.97,0.9409,67,47,1,1,10,
597,Pinckney_CC,25,Legislative apportionment,4,37,10-Jul,1,568,Martin_Alexander,SC,1,0.37,0.37,0.1369,85,41,1,1,5,
598,Butler_Pierce,25,Legislative apportionment,10,37,10-Jul,1,568,Pinckney_CC,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
599,Pinckney_CC,25,Legislative apportionment,4,37,10-Jul,1,568,Butler_Pierce,SC,1,0.37,0.37,0.1369,85,41,1,1,5,
600,Houstoun_William,25,Legislative apportionment,10,37,10-Jul,1,568,Pinckney_CC,GA,1,0.296,0.296,0.087616,44,32,1,1,6,
601,Pinckney_CC,25,Legislative apportionment,4,37,10-Jul,1,568,Houstoun_William,SC,1,0.37,0.37,0.1369,85,41,1,1,5,
602,Madison_James,25,Legislative apportionment,125,37,10-Jul,1,568,Pinckney_CC,VA,1,1,1,1,85,36,1,1,10,
603,Ellsworth_Oliver,25,Legislative apportionment,73,37,10-Jul,1,569,Madison_James,CT,0,-0.31,0.31,0.0961,64,42,0,1,9,
604,Sherman_Roger,25,Legislative apportionment,47,37,10-Jul,1,569,Ellsworth_Oliver,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
605,Gerry_Elbridge,25,Legislative apportionment,61,37,10-Jul,1,569,Sherman_Roger,MA,0,-1,1,1,79,43,0,1,13,
606,Mason_George,25,Legislative apportionment,110,37,10-Jul,1,569,Gerry_Elbridge,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
607,Read_George,25,Legislative apportionment,118,37,10-Jul,1,570,Mason_George,DE,0,1,1,1,85,53,0,0,23,
608,Rutledge_John,25,Legislative apportionment,65,37,10-Jul,1,570,Read_George,VA,1,0.39,0.39,0.1521,85,48,1,1,21,
609,Broom_Jacob,25,Legislative apportionment,48,37,10-Jul,1,570,Rutledge_John,DE,0,0.71,0.71,0.5041,85,35,0,1,3,
610,Randolph_Edmund,22,Legislative powers,62,37,10-Jul,1,570,Broom_Jacob,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
611,Morris_Gouverneur,22,Legislative powers,189,37,10-Jul,1,571,Randolph_Edmund,PA,0,0.8,0.8,0.64,59,35,0,1,5,
612,Sherman_Roger,22,Legislative powers,19,38,11-Jul,1,578,9,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
613,Mason_George,22,Legislative powers,435,38,11-Jul,1,578,Sherman_Roger,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
614,Williamson_Hugh,73,Motion to postpone,99,38,11-Jul,1,579,Mason_George,NC,1,-0.16,0.16,0.0256,85,51,0,1,5,
615,Randolph_Edmund,73,Motion to postpone,264,38,11-Jul,1,579,Williamson_Hugh,NC,1,-0.53,0.53,0.2809,85,34,1,1,4,
616,Butler_Pierce,56,Other policy,27,38,11-Jul,1,580,Randolph_Edmund,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
617,Pinckney_CC,56,Other policy,4,38,11-Jul,1,580,Butler_Pierce,SC,1,0.37,0.37,0.1369,85,41,1,1,5,
618,Gerry_Elbridge,56,Other policy,16,38,11-Jul,1,580,Pinckney_CC,MA,0,-1,1,1,79,43,0,1,13,
619,Gorham_Nathaniel,56,Other policy,78,38,11-Jul,1,580,Gerry_Elbridge,MA,0,0.64,0.64,0.4096,83,49,0,0,13,
620,Butler_Pierce,56,Other policy,75,38,11-Jul,1,580,Gorham_Nathaniel,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
621,Mason_George,56,Other policy,129,38,11-Jul,1,581,Butler_Pierce,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
622,Williamson_Hugh,56,Other policy,50,38,11-Jul,1,581,Mason_George,NC,1,-0.16,0.16,0.0256,85,51,0,1,5,
623,Morris_Gouverneur,56,Other policy,192,38,11-Jul,1,581,Williamson_Hugh,PA,0,0.8,0.8,0.64,59,35,0,1,5,
624,King_Rufus,56,Other policy,25,38,11-Jul,1,582,Morris_Gouverneur,MA,0,1,1,1,83,32,0,1,5,
625,Rutledge_John,22,Legislative powers,81,38,11-Jul,1,582,King_Rufus,SC,1,0.39,0.39,0.1521,85,48,1,1,21,
626,Sherman_Roger,22,Legislative powers,81,38,11-Jul,1,582,Rutledge_John,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
627,Read_George,22,Legislative powers,38,38,11-Jul,1,582,Sherman_Roger,DE,0,1,1,1,85,53,0,0,23,
628,Mason_George,22,Legislative powers,22,38,11-Jul,1,582,Read_George,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
629,Wilson_James,22,Legislative powers,18,38,11-Jul,1,583,Mason_George,PA,0,1,1,1,85,45,0,1,8,
630,Gorham_Nathaniel,22,Legislative powers,60,38,11-Jul,1,583,Wilson_James,MA,0,0.64,0.64,0.4096,83,49,0,0,13,
631,Morris_Gouverneur,22,Legislative powers,398,38,11-Jul,1,583,Gorham_Nathaniel,PA,0,0.8,0.8,0.64,59,35,0,1,5,
632,Madison_James,22,Legislative powers,720,38,11-Jul,1,584,Morris_Gouverneur,VA,1,1,1,1,85,36,1,1,10,
633,Mason_George,22,Legislative powers,97,38,11-Jul,1,586,Madison_James,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
634,King_Rufus,25,Legislative apportionment,116,38,11-Jul,1,586,Mason_George,MA,0,1,1,1,83,32,0,1,5,
635,Sherman_Roger,25,Legislative apportionment,63,38,11-Jul,1,586,King_Rufus,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
636,Gorham_Nathaniel,25,Legislative apportionment,144,38,11-Jul,1,587,Sherman_Roger,MA,0,0.64,0.64,0.4096,83,49,0,0,13,
637,Wilson_James,25,Legislative apportionment,185,38,11-Jul,1,587,Gorham_Nathaniel,PA,0,1,1,1,85,45,0,1,8,
638,Morris_Gouverneur,25,Legislative apportionment,73,38,11-Jul,1,588,Wilson_James,PA,0,0.8,0.8,0.64,59,35,0,1,5,
639,Madison_James,22,Legislative powers,24,38,11-Jul,1,588,Morris_Gouverneur,VA,1,1,1,1,85,36,1,1,10,
640,Morris_Gouverneur,25,Legislative apportionment,34,39,12-Jul,1,591,9,PA,0,0.8,0.8,0.64,59,35,0,1,5,
641,Butler_Pierce,25,Legislative apportionment,26,39,12-Jul,1,592,Morris_Gouverneur,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
642,Mason_George,25,Legislative apportionment,29,39,12-Jul,1,592,Butler_Pierce,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
643,Morris_Gouverneur,25,Legislative apportionment,58,39,12-Jul,1,592,Mason_George,PA,0,0.8,0.8,0.64,59,35,0,1,5,
644,Pinckney_CC,54,Spending and taxation policy,148,39,12-Jul,1,592,Morris_Gouverneur,SC,1,0.37,0.37,0.1369,85,41,1,1,5,
645,Wilson_James,54,Spending and taxation policy,19,39,12-Jul,1,592,Pinckney_CC,PA,0,1,1,1,85,45,0,1,8,
646,Morris_Gouverneur,54,Spending and taxation policy,10,39,12-Jul,1,592,Wilson_James,PA,0,0.8,0.8,0.64,59,35,0,1,5,
647,Davie_ WilliamRichardson,54,Spending and taxation policy,67,39,12-Jul,1,593,Morris_Gouverneur,NC,1,0.002,0.002,0.000004,55,30,1,1,4,
648,Johnson_WilliamSamuel,72,Motion to commit,89,39,12-Jul,1,593,Davie_ WilliamRichardson,CT,0,0.02,0.02,0.0004,72,59,0,1,11,
649,Morris_Gouverneur,54,Spending and taxation policy,155,39,12-Jul,1,593,Johnson_WilliamSamuel,PA,0,0.8,0.8,0.64,59,35,0,1,5,
650,Pinckney_CC,54,Spending and taxation policy,38,39,12-Jul,1,593,Morris_Gouverneur,SC,1,0.37,0.37,0.1369,85,41,1,1,5,
651,Ellsworth_Oliver,54,Spending and taxation policy,83,39,12-Jul,1,594,Pinckney_CC,CT,0,-0.31,0.31,0.0961,64,42,0,1,9,
652,Butler_Pierce,54,Spending and taxation policy,10,39,12-Jul,1,594,Ellsworth_Oliver,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
653,Randolph_Edmund,25,Legislative apportionment,210,39,12-Jul,1,594,Butler_Pierce,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
654,Ellsworth_Oliver,25,Legislative apportionment,8,39,12-Jul,1,595,Randolph_Edmund,CT,0,-0.31,0.31,0.0961,64,42,0,1,9,
655,Wilson_James,42,General powers of the national government,201,39,12-Jul,1,595,Ellsworth_Oliver,PA,0,1,1,1,85,45,0,1,8,
656,King_Rufus,25,Legislative apportionment,215,39,12-Jul,1,595,Wilson_James,MA,0,1,1,1,83,32,0,1,5,
657,Pinckney_C,25,Legislative apportionment,92,39,12-Jul,1,596,King_Rufus,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
658,Pinckney_CC,25,Legislative apportionment,45,39,12-Jul,1,596,Pinckney_C,SC,1,0.37,0.37,0.1369,85,41,1,1,5,
659,Gerry_Elbridge,54,Spending and taxation policy,51,39,12-Jul,1,597,Pinckney_CC,MA,0,-1,1,1,79,43,0,1,13,
660,Ellsworth_Oliver,54,Spending and taxation policy,41,39,12-Jul,1,597,Gerry_Elbridge,CT,0,-0.31,0.31,0.0961,64,42,0,1,9,
661,Gerry_Elbridge,54,Spending and taxation policy,92,40,13-Jul,1,600,9,MA,0,-1,1,1,79,43,0,1,13,
662,Williamson_Hugh,25,Legislative apportionment,89,40,13-Jul,1,601,Gerry_Elbridge,NC,1,-0.16,0.16,0.0256,85,51,0,1,5,
663,Read_George,25,Legislative apportionment,66,40,13-Jul,1,601,Williamson_Hugh,DE,0,1,1,1,85,53,0,0,23,
664,Morris_Gouverneur,25,Legislative apportionment,20,40,13-Jul,1,601,Read_George,PA,0,0.8,0.8,0.64,59,35,0,1,5,
665,Madison_James,25,Legislative apportionment,145,40,13-Jul,1,601,Morris_Gouverneur,VA,1,1,1,1,85,36,1,1,10,
666,Ellsworth_Oliver,54,Spending and taxation policy,60,40,13-Jul,1,602,Madison_James,CT,0,-0.31,0.31,0.0961,64,42,0,1,9,
667,Wilson_James,54,Spending and taxation policy,73,40,13-Jul,1,602,Ellsworth_Oliver,PA,0,1,1,1,85,45,0,1,8,
668,Sherman_Roger,54,Spending and taxation policy,26,40,13-Jul,1,602,Wilson_James,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
669,Mason_George,54,Spending and taxation policy,49,40,13-Jul,1,602,Sherman_Roger,VA,1,-0.71,0.71,0.5041,85,62,1,0,11,
670,Ellsworth_Oliver,73,Motion to postpone,8,40,13-Jul,1,602,Mason_George,CT,0,-0.31,0.31,0.0961,64,42,0,1,9,
671,Sherman_Roger,73,Motion to postpone,4,40,13-Jul,1,602,Ellsworth_Oliver,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
672,Gerry_Elbridge,54,Spending and taxation policy,119,40,13-Jul,1,603,Sherman_Roger,MA,0,-1,1,1,79,43,0,1,13,
673,Randolph_Edmund,74,Motion to reconsider,168,40,13-Jul,1,603,Gerry_Elbridge,VA,1,-0.53,0.53,0.2809,85,34,1,1,4,
674,Morris_Gouverneur,74,Motion to reconsider,456,40,13-Jul,1,603,Randolph_Edmund,PA,0,0.8,0.8,0.64,59,35,0,1,5,
675,Butler_Pierce,25,Legislative apportionment,59,40,13-Jul,1,605,Morris_Gouverneur,SC,1,-0.24,0.24,0.0576,85,43,1,0,9,
676,Wilson_James,25,Legislative apportionment,336,40,13-Jul,1,605,Butler_Pierce,PA,0,1,1,1,85,45,0,1,8,
677,Read_George,54,Spending and taxation policy,16,40,13-Jul,1,606,Wilson_James,DE,0,1,1,1,85,53,0,0,23,
678,Martin_Luther,42,General powers of the national government,27,41,14-Jul,2,2,9,MD,1,-1,1,1,57,39,1,1,3,
679,Gerry_Elbridge,25,Legislative apportionment,13,41,14-Jul,2,2,Martin_Luther,MA,0,-1,1,1,79,43,0,1,13,
680,King_Rufus,25,Legislative apportionment,4,41,14-Jul,2,2,Gerry_Elbridge,MA,0,1,1,1,83,32,0,1,5,
681,Sherman_Roger,25,Legislative apportionment,83,41,14-Jul,2,3,King_Rufus,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
682,Gerry_Elbridge,25,Legislative apportionment,70,41,14-Jul,2,3,Sherman_Roger,MA,0,-1,1,1,79,43,0,1,13,
683,Rutledge_John,74,Motion to reconsider,23,41,14-Jul,2,3,Gerry_Elbridge,SC,1,0.39,0.39,0.1521,85,48,1,1,21,
684,Sherman_Roger,74,Motion to reconsider,54,41,14-Jul,2,4,Rutledge_John,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
685,Martin_Luther,74,Motion to reconsider,47,41,14-Jul,2,4,Sherman_Roger,MD,1,-1,1,1,57,39,1,1,3,
686,Wilson_James,74,Motion to reconsider,154,41,14-Jul,2,4,Martin_Luther,PA,0,1,1,1,85,45,0,1,8,
687,Martin_Luther,25,Legislative apportionment,71,41,14-Jul,2,4,Wilson_James,MD,1,-1,1,1,57,39,1,1,3,
688,Wilson_James,25,Legislative apportionment,58,41,14-Jul,2,4,Martin_Luther,PA,0,1,1,1,85,45,0,1,8,
689,Gerry_Elbridge,25,Legislative apportionment,139,41,14-Jul,2,5,Wilson_James,MA,0,-1,1,1,79,43,0,1,13,
690,Pinckney_C,25,Legislative apportionment,44,41,14-Jul,2,5,Gerry_Elbridge,SC,1,0.91,0.91,0.8281,85,29,1,0,8,
691,Wilson_James,25,Legislative apportionment,4,41,14-Jul,2,5,Pinckney_C,PA,0,1,1,1,85,45,0,1,8,
692,Dayton_Jonathan,25,Legislative apportionment,22,41,14-Jul,2,5,Wilson_James,NJ,0,-0.42,0.42,0.1764,64,26,0,1,2,
693,Sherman_Roger,25,Legislative apportionment,55,41,14-Jul,2,5,Dayton_Jonathan,CT,0,-0.13,0.13,0.0169,75,66,0,0,29,
694,Madison_James,25,Legislative apportionment,11,41,14-Jul,2,5,Sherman_Roger,VA,1,1,1,1,85,36,1,1,10,
695,Gerry_Elbridge,25,Legislative apportionment,58,41,14-Jul,2,5,Madison_James,MA,0,-1,1,1,79,43,0,1,13,
696,King_Rufus,25,Legislative apportionment,627,41,14-Jul,2,6,Gerry_Elbridge,MA,0,1,1,1,83,32,0,1,5,
697,Strong_Caleb,25,Legislative apportionment,175,41,14-Jul,2,7,King_Rufus,MA,0,0.49,0.49,0.2401,67,42,0,1,5,
698,Madison_James,25,Legislative apportionment,765,41,14-Jul,2,8,Strong_Caleb,VA,1,1,1,1,85,36,1,1,10,
